#separator:Tab
#html:true
#deck:biohack::languages::es-en
#columns:ID	Spanish	English	SpanishExample	EnglishExample	Grammar	SortKey	Tags	Checksum
#tags column:8
biohack:es-en:0537	inmediatamente	immediately	Salgan de aquí inmediatamente.	Get out of here immediately.		inmediatamente	biohack es-en letter-i	a28e20468cf4
biohack:es-en:0538	el interés	m. interest	Quisiera visitar todos los puntos de interés.	I'd like to visit all the points of interest.	masculine noun	interes	biohack es-en letter-i noun	6863af0613cf
biohack:es-en:0539	inútil	useless	Es inútil protestar.	It’s useless to protest.		inutil	biohack es-en letter-i	6fd6878c8f07
biohack:es-en:0540	ir	to go	No podemos ir mañana.	We can’t go tomorrow.	verb	ir	biohack es-en letter-i verb	57aca1957f67
biohack:es-en:0541	izquierda	left	Doble a la izquierda en la primera esquina.	Turn to your: left at the first comer.		izquierda	biohack es-en letter-i	eba6d52ab6e4
biohack:es-en:0542	el jabón	m. soap	¿Nos puede dejar otra barra de jabón?	Can you leave us another bar of soap?	masculine noun	jabon	biohack es-en letter-j noun	0ca753f1e2fd
biohack:es-en:0543	jamás	never, ever	No hemos visto jamás tanta riqueza.	We've never seen such wealth.		jamas	biohack es-en letter-j	b7930df8fc20
biohack:es-en:0544	el jardín	m. garden	El palacio está rodeado de jardines.	The palace is sur-, rounded by gardens.	masculine noun	jardin	biohack es-en letter-j noun	d446957e7662
biohack:es-en:0545	el jefe	m. boss, chief, head	Nuestro jefe siempre llega temprano.	Our boss always arrives early. ho	masculine noun	jefe	biohack es-en letter-j noun	1978c8686ca2
biohack:es-en:0546	joven	young	Es muy joven para ocupar un puesto tan importante.	He's very young to occupy such an important position.		joven	biohack es-en letter-j	88848a839fef
biohack:es-en:0547	la joya	f. jewel	Quería comprar una joya elegante para su esposa.	He wanted to buy an elegant jewel for his wife.	feminine noun	joya	biohack es-en letter-j noun	063ff1898d99
biohack:es-en:0548	judío (-a)	Jew	Muchos judíos sefarditas hablan español.	Many: Sephardic Jews speak Spanish.		judio (-a)	biohack es-en letter-j	2b36dd1c6acf
biohack:es-en:0549	el juego	m. game	El ajedrez es un juego difícil.	Chess is a difficult game.	masculine noun	juego	biohack es-en letter-j noun	798422223b23
biohack:es-en:0550	el/la juez	m. &amp; f. judge	Todo el mundo se levanta cuando entra el juez.	Everyone stands up when the judge enters.	masculine or feminine noun	juez	biohack es-en letter-j noun	bf950c8533d9
biohack:es-en:0551	jugar	to play	¿Quiénes juegan esta tarde?	Who are the ones playing this afternoon?	verb	jugar	biohack es-en letter-j verb	da0f822d89c3
biohack:es-en:0552	el juguete	m. toy	¡Cuántos juguetes tienen los niños estos días!	How many toys children have these days!	masculine noun	juguete	biohack es-en letter-j noun	3a7ef2f18455
biohack:es-en:0553	juntos	to gether	Será mejor si vamos juntos. lt will be better if we go: together.	It will be better if we go; together.	verb	juntos	biohack es-en letter-j verb	1604ae541032
biohack:es-en:0554	jurar	to swear	Juran que no lo robaron.	They swear that they didn't steal it.	verb	jurar	biohack es-en letter-j verb	0f3597549bf5
biohack:es-en:0555	el kilo(-gramo)	m. kilo(gram) (2.2 lbs)	Se vende a doscientas pesetas el kilo.	It’s sold at 200 pesetas a kilo.	masculine noun	kilo(-gramo)	biohack es-en letter-k noun	f30dcd20046f
biohack:es-en:0556	el kilómetro	m. kilometer (5/8 of a mile)	La velocidad máxima es ochenta 3 kilómetros por hora.	The speed limit is 80 kilometers (50 miles) an hour.	masculine noun	kilometro	biohack es-en letter-k noun	cba6846163d6
biohack:es-en:0557	la la	f. the, her, it	Es la voz de mi madre; yo la reconocería en cualquier 2 parte.	It's my mother’s voice; I'd recognize it anywhere.	feminine noun	la	biohack es-en letter-l noun	88fe51221dfe
biohack:es-en:0558	las	f. pl. the, them	¿Quién escribió las notas?	La secretaria las escribió.. Who wrote the notes? The secretary wrote them.	feminine plural noun	las	biohack es-en letter-l noun	961ced9d105e
biohack:es-en:0559	el labio	m. lip	Ella tiene labios de rubí.	She has ruby-red lips.	masculine noun	labio	biohack es-en letter-l noun	cbf5cb9162dd
biohack:es-en:0560	el lado	m. side	Su casa está al otro lado de la calle.	His house is on the other side of the street.	masculine noun	lado	biohack es-en letter-l noun	2ac583b305d4
biohack:es-en:0561	el ladrón	m. thief	El ladrón se escapó en la confusión.	The thief escaped in the confusion.	masculine noun	ladron	biohack es-en letter-l noun	e4ce2a06870a
biohack:es-en:0562	el lago	m. lake	Hay un gran lago en el parque.	There's a big lake in the park.	masculine noun	lago	biohack es-en letter-l noun	31c433e2d458
biohack:es-en:0563	la lámpara	f. lamp	Necesitamos una lámpara para leer.	We need a reading lamp.	feminine noun	lampara	biohack es-en letter-l noun	27bc0191c621
biohack:es-en:0564	la lana	f. wool	Quiero un suéter de lana.	I want a wool sweater.	feminine noun	lana	biohack es-en letter-l noun	347301eed98d
biohack:es-en:0565	el lápiz	m. pencil	No podía tomar notas porque se me perdió el lápiz.	I couldn't take notes because I lost my pencil.	masculine noun	lapiz	biohack es-en letter-l noun	e58b956335bf
biohack:es-en:0566	largo	long	Dio un discurso muy largo.	He gave a very long talk.		largo	biohack es-en letter-l	68b2d2a08015
biohack:es-en:0567	la lástima	f. pity	¡Qué lástima que no hayan venido!	What a pity that they haven't come!	feminine noun	lastima	biohack es-en letter-l noun	82f71cdfd838
biohack:es-en:0568	la lavabo	f. sink, lavatory	¿Dónde están los lavabos?	Where are the lavatories?	feminine noun	lavabo	biohack es-en letter-l noun	60c9ef2f37c0
biohack:es-en:0569	lavar(se)	to wash (oneself)	¿Dónde podemos lavar la ropa?	Where can we wash our clothes? le to him, to her, to you Le hablo como amigo. I'm speaking to you as a friend.	verb	lavar(se)	biohack es-en letter-l verb	3242632df7a8
biohack:es-en:0570	la lección	f. lesson	Esta lección es más complicada que la anterior.	This lesson is more complicated than the previous one.	feminine noun	leccion	biohack es-en letter-l noun	80871f7f4d2d
biohack:es-en:0571	leer	to read	Me gustaría leer todo lo que ha escrito.	I'd like to read everything he's written.	verb	leer	biohack es-en letter-l verb	ae51e4acac81
biohack:es-en:0572	lejos	far (away)	Está muy lejos de aquí.	It’s very far from here.		lejos	biohack es-en letter-l	3413a90d7ef1
biohack:es-en:0573	la lengua	f. language, tongue	Se hablan varias lenguas en la península ibérica.	Several languages are spoken on the Iberian Peninsula.	feminine noun	lengua	biohack es-en letter-l noun	2d72065a2d20
biohack:es-en:0574	lentamente	slowly	Más lentamente, por favor.	More slowly, please.		lentamente	biohack es-en letter-l	5043b6130246
biohack:es-en:0575	los lentes	m. pl. eyeglasses	Si pierdo mis lentes, no puedo ver nada.	If I lose my glasses, I can’t see a thing. 5	masculine plural noun	lentes	biohack es-en letter-l noun	e49ed064ce78
biohack:es-en:0576	la letra	f. letter (of alphabet), handwriting	El tiene tan mala letra que no puedo leer su carta.	He has such a bad handwriting that I can't read his letter.	feminine noun	letra	biohack es-en letter-l noun	198f0dd2e20c
biohack:es-en:0577	letrero	The sign	says: “Discounts today and tomorrow.”	The sign says: “Discounts today and tomorrow.”		letrero	biohack es-en letter-l	71df4be3d36d
biohack:es-en:0578	levantar	to lift, raise	Levante la mano si quiere hablar.	Raise your hand if you want to speak.	verb	levantar	biohack es-en letter-l verb	fea52da2554f
biohack:es-en:0579	levantarse	to get up, stand up	Levántese, por favor, y hable en voz alta.	Stand up, please, and speak in a loud voice.	verb	levantarse	biohack es-en letter-l verb	8437e8527ca8
biohack:es-en:0580	la ley	f. law	El juez explicó la ley a los miembros del jurado.	The judge explained the law to the members of the jury.	feminine noun	ley	biohack es-en letter-l noun	803f2aa05c4b
biohack:es-en:0581	libre	free	Por fin quedaron libres del tirano.	Finally they were free from the tyrant.		libre	biohack es-en letter-l	8b93b4633b76
biohack:es-en:0582	el libro	m. book	Tenemos que leer tantos libros en este curso.	We have to read so many books in this course.	masculine noun	libro	biohack es-en letter-l noun	ee1c2bfb402d
biohack:es-en:0583	ligero	light (weight)	Un abrigo ligero es ideal para noviembre.	A light coat is ideal for November.		ligero	biohack es-en letter-l	6c57a8213979
biohack:es-en:0584	el limite	m. limit, boundary	¿Cuáles son los límites de su propiedad?	What are the boundaries of your property?	masculine noun	limite	biohack es-en letter-l noun	45e62f1ff3c3
biohack:es-en:0585	limpiar	to clean	¿Limpian las habitaciones todos los días?	Do they clean the rooms every day?	verb	limpiar	biohack es-en letter-l verb	0623578c4815
biohack:es-en:0586	limpio	clean	Nuestra habitación siempre está limpia.	Our room is always clean.		limpio	biohack es-en letter-l	dbfeac143e9f
biohack:es-en:0587	lindo	pretty	Tienen una casa muy linda.	They have a very pretty home.		lindo	biohack es-en letter-l	38a06c3f0e67
biohack:es-en:0588	la línea	f. line	Lean con cuidado la tercera línea.	Read the third line carefully.	feminine noun	linea	biohack es-en letter-l noun	4ab0fbe774c0
biohack:es-en:0589	la lista	f. list, menu	Su nombre no está en la lista de invitados.	Your name isn't on the guest list.	feminine noun	lista	biohack es-en letter-l noun	cdef8d404a5a
biohack:es-en:0590	listo	ready, smart, bright	Es muy lista pero casi nunca está lista a tiempo.	She is very bright but is almost never ready on time.		listo	biohack es-en letter-l	fb6f355d1562
biohack:es-en:0591	el litro	m. liter (1.06 quarts)	Echeme veinte litros, por favor.	Put in twenty liters, please.	masculine noun	litro	biohack es-en letter-l noun	a841f44b3f9c
biohack:es-en:0592	el lo	m. it, him, you	No lo he visto todavia.	I haven't seen him yet.	masculine noun	lo	biohack es-en letter-l noun	be1fee0b458f
biohack:es-en:0593	loco	crazy	¿Estás loco? No puedes hacer eso.	Are you crazy? You can't do that.		loco	biohack es-en letter-l	d3844a466995
biohack:es-en:0594	los	the, them	¿Quiénes comieron los pasteles? Los niños los comieron.	Who ate the pies? The children ate them.		los	biohack es-en letter-l	4abe137a2f9b
biohack:es-en:0595	la lucha	f. struggle, fight	Fue una lucha larga y cruel.	It was a long, cruel struggle.	feminine noun	lucha	biohack es-en letter-l noun	785988d31d03
biohack:es-en:0596	luego	then, after	Almorzamos y luego dimos un paseo.	We ate lunch and then took a walk.		luego	biohack es-en letter-l	a764b3cc10db
biohack:es-en:0597	el lugar	m. place	Esun lugar muy ameno.	It’s a very pleasant place.	masculine noun	lugar	biohack es-en letter-l noun	9220d21584eb
biohack:es-en:0598	el lujo	m. luxury	El Ritz es un hotel de lujo.	The Ritz is a deluxe hotel.	masculine noun	lujo	biohack es-en letter-l noun	ab25618edd8a
biohack:es-en:0599	la luna	f. moon	La luna está llena esta noche.	The moon is full tonight.	feminine noun	luna	biohack es-en letter-l noun	f1b2b19d41e4
biohack:es-en:0600	la luz	f. light	Es romántico caminar a la luz de la luna.	It's romantic to, walk in the moonlight.	feminine noun	luz	biohack es-en letter-l noun	c810ab060b86
biohack:es-en:0601	la llamada	f. call	Hubo una llamada para usted.	There was a call for you.	feminine noun	llamada	biohack es-en letter-l noun	4053b7b2d007
biohack:es-en:0602	llamar(se)	to call, to be called	Se llama Francisco, pero todo el mundo le llama Paco.	His name is Francisco, but everyone calls him Paco.	verb	llamar(se)	biohack es-en letter-l verb	98ea5f16bb05
biohack:es-en:0603	la llave	f. key	Perdí la llave y no puedo abrir la puerta.	I lost my key and I can't open the door.	feminine noun	llave	biohack es-en letter-l noun	845ad77939bc
biohack:es-en:0604	la llegada	f. arrival	Estamos esperando la llegada de mi primo.	We're awaiting my cousin's arrival.	feminine noun	llegada	biohack es-en letter-l noun	bd73c504813d
biohack:es-en:0605	llegar	to arrive	¿Cuándo llega el tren de Barcelona?	When does the train from Barcelona arrive?	verb	llegar	biohack es-en letter-l verb	dd93d9e27b3b
biohack:es-en:0606	llenar	to fill	Llene el tanque, por favor.	Fill the tank, please.	verb	llenar	biohack es-en letter-l verb	e6871978c9a0
biohack:es-en:0607	lleno	full	El vaso está medio lleno.	The glass is half full.		lleno	biohack es-en letter-l	dc579b8e4d96
biohack:es-en:0608	llevar	to carry, wear, take	Nos llevaron a todas partes.	They took us everywhere.	verb	llevar	biohack es-en letter-l verb	3ee264b8ea02
biohack:es-en:0609	llorar	to cry	Una canción popular dice: “Canta y no llores.”	A popular song says: “Sing and don’t cry.”	verb	llorar	biohack es-en letter-l verb	715ca3be8373
biohack:es-en:0610	llover	to rain	Casi nunca llueve en Madrid en el verano.	It almost never rains in Madrid in the summer.	verb	llover	biohack es-en letter-l verb	90cc2d5698c7
biohack:es-en:0611	la lluvia	f. rain	La lluvia de anoche no refrescó nada.	Last night's rain	feminine noun	lluvia	biohack es-en letter-l noun	a2f9dc479a1f
biohack:es-en:0612	la madera	f. wood	Guardo mis papeles importantes en esta caja de madera.	I keep my important papers in this wooden box.	feminine noun	madera	biohack es-en letter-m noun	74de2c9671eb
biohack:es-en:0613	maduro	ripe	Las uvas no están maduras todavía.	The grapes aren't ripe yet.		maduro	biohack es-en letter-m	defbcdd3019a
biohack:es-en:0614	maestro (-a)	teacher	Los maestros tienen mucha paciencia.	Teachers have a lot of patience.		maestro (-a)	biohack es-en letter-m	e17e37ea802d
biohack:es-en:0615	mal(o)	bad, badly, ill	Hace mal tiempo y me siento mal.	The weather is bad and I feel bad.		mal(o)	biohack es-en letter-m	58ff3c75497f
biohack:es-en:0616	la maleta	f. suitcase	Permiten dos maletas en el avión.	They allow two suitcases on the plane.	feminine noun	maleta	biohack es-en letter-m noun	16f91a9e6db5
biohack:es-en:0617	mandar	to send, command	Lo mandaré por correo aéreo.	I'll send it by airmail.	verb	mandar	biohack es-en letter-m verb	73bd69eeeff3
biohack:es-en:0618	la manera	f. manner, way	Me encanta su manera de hablar.	I'm charmed by his way of speaking.	feminine noun	manera	biohack es-en letter-m noun	3ae456b9a41a
biohack:es-en:0619	la mano	f. hand	Perdió el uso de la mano izquierda en una batalla.	He lost the use of his left hand in a battle.	feminine noun	mano	biohack es-en letter-m noun	e88f26ec460e
biohack:es-en:0620	la manta	f. (Spain) blanket	Deje dos mantas en la cama, por favor.	Please leave two blankets on the bed.	feminine noun	manta	biohack es-en letter-m noun	69fd452bdf7a
biohack:es-en:0621	mantener	to maintain, support	Mantiene a sus tres hermanos menores.	He supports his three younger brothers.	verb	mantener	biohack es-en letter-m verb	144875a0ed87
biohack:es-en:0622	la mañana	f. morning, tomorrow	Visitaremos el palacio mañana por la mañana.	We'll visit the palace tomorrow morning.	feminine noun	manana	biohack es-en letter-m noun	68cbd64f6f39
biohack:es-en:0623	el mapa	m. map	Un mapa de carreteras es útil.	A highway map is useful.	masculine noun	mapa	biohack es-en letter-m noun	eefb9fd279ac
biohack:es-en:0624	el mar	m. sea	Me gusta caminar por las orillas del mar.	I like to walk along the seashore.	masculine noun	mar	biohack es-en letter-m noun	b008e9aac992
biohack:es-en:0625	más	more	Esto es mejor pero es más caro.	This is better but it's more expensive.		mas	biohack es-en letter-m	c20cd1f9d1ba
biohack:es-en:0626	me	(to) me	Me dijo que me ayudaría.	He told me he would help me.		me	biohack es-en letter-m	b7b5a184b431
biohack:es-en:0627	la media	f. stocking	Las medias de nilón son populares hoy día.	Nylon	feminine noun	media	biohack es-en letter-m noun	e3406cb6276f
biohack:es-en:0628	la medianoche	f. midnight	En muchas discotecas la acción empieza a medianoche.	In many discotheques the action begins at midnight.	feminine noun	medianoche	biohack es-en letter-m noun	b676fb6ab594
biohack:es-en:0629	el médico	m. doctor	No me siento bien. Llame al médico, por favor.	I don't feel well. Call the doctor, please.	masculine noun	medico	biohack es-en letter-m noun	ef78522c1b72
biohack:es-en:0630	la medida	f. size, measurement	¿Qué medida lleva usted?	What size do you wear?	feminine noun	medida	biohack es-en letter-m noun	a9061cbf70df
biohack:es-en:0631	medio	half	Vinieron a las diez y media.	They came at half past ten.		medio	biohack es-en letter-m	752dbfc8ea86
biohack:es-en:0632	el mediodía	m. noon	Podemos almorzar a mediodía.	We can have lunch at noon.	masculine noun	mediodia	biohack es-en letter-m noun	e10621428189
biohack:es-en:0633	mejor	better, best	Será mejor dejarlo para mañana.	It will be better to leave it for tomorrow.		mejor	biohack es-en letter-m	08492b13af30
biohack:es-en:0634	mejorar	to improve, feel better	Espero que mejore pronto.	I hope you feel better soon.	verb	mejorar	biohack es-en letter-m verb	58e499daa75a
biohack:es-en:0635	menor	smaller, smallest; younger, youngest	Tengo dos hermanas menores.	I have two younger sisters.		menor	biohack es-en letter-m	70643c214e3c
biohack:es-en:0636	menos	less, least	¿Tiene usted algo menos caro?	Do you have something less expensive?		menos	biohack es-en letter-m	c7c8e005a1d6
biohack:es-en:0637	la mentira	f. lie	No hagas caso de las mentiras que dicen de ti.	Don't pay attention to the lies they tell about you.	feminine noun	mentira	biohack es-en letter-m noun	720741e95b6a
biohack:es-en:0638	menudo, a	often	A menudo llegaba tarde.	He would often arrive late.		menudo, a	biohack es-en letter-m	509671d19c86
biohack:es-en:0639	el mercado	m. market	Este mercado tiene todo lo que usted necesita.	This market has everything you need.	masculine noun	mercado	biohack es-en letter-m noun	70f67482078a
biohack:es-en:0640	merecer	to deserve	Merece un premio por lo que ha hecho.	He deserves a prize for what he's done.	verb	merecer	biohack es-en letter-m verb	c3827968ca38
biohack:es-en:0641	la merienda	f. afternoon or morning snack	Como cenan tan tarde, toman una merienda a eso de las seis.	Since they dine so late, they have an afternoon snack at about six.	feminine noun	merienda	biohack es-en letter-m noun	0aa36aa6fcd3
biohack:es-en:0642	el mes	m. month	Vamos a pasar el mes de enero en el sur.	We're going to spend the month of January in the south.	masculine noun	mes	biohack es-en letter-m noun	8ed3ee90bbe7
biohack:es-en:0643	la mesa	f. table	La mesa en el comedor es más grande.	The table in the dining room is bigger.	feminine noun	mesa	biohack es-en letter-m noun	ee4ce4b852fd
biohack:es-en:0644	mesero (-a)	waiter, waitress	Los meseros tratan de servir rápidamente.	The waiters are trying to serve quickly.		mesero (-a)	biohack es-en letter-m	8ecd8f73bfe9
biohack:es-en:0645	meter	to put (in)	No sé donde metí mi cartera.	I don’t know where put my wallet.	verb	meter	biohack es-en letter-m verb	8f9bb81b0f6f
biohack:es-en:0646	el método	m. method	Buscan un método más eficaz.	They are looking for a more efficient method.	masculine noun	metodo	biohack es-en letter-m noun	aba6a34e538b
biohack:es-en:0647	el metro	m. meter (1.1 yards); subway (Spain)	Hay mil metros en un kilómetro.	There are a thousand meters in a kilometer.	masculine noun	metro	biohack es-en letter-m noun	2f5777271776
biohack:es-en:0648	mi, mis	my	Quiero presentarle mi esposa y mis hijos.	I want to introduce my wife and my children to you.		mi, mis	biohack es-en letter-m	b5bbe703b559
biohack:es-en:0649	el miedo	m. fear	Tiene miedo de salir de noche.	He's afraid to go out at	masculine noun	miedo	biohack es-en letter-m noun	b2d0e3c75b1e
biohack:es-en:0650	el miembro	m. member	¿Es usted miembro de esta sociedad?	Are you a member of this society?	masculine noun	miembro	biohack es-en letter-m noun	c4476c9a4790
biohack:es-en:0651	mientras	(que)	while Ella salió con el grupo mientras que yo descansaba.	She went out with the group while I was resting.		mientras	biohack es-en letter-m	c2cc42b0f860
biohack:es-en:0652	el milagro	m. miracle	Es un milagro que no haya muerto.	It’s a miracle that I didn't die.	masculine noun	milagro	biohack es-en letter-m noun	c001c8b05f7d
biohack:es-en:0653	la milla	f. mile	¿Cuántos kilómetros hay en diez millas?	How many kilometers are there in ten miles?	feminine noun	milla	biohack es-en letter-m noun	c8f0b2415bc3
biohack:es-en:0654	mío	mine	Estas maletas no son mías.	These suitcases aren't mine.		mio	biohack es-en letter-m	208bddc5be88
biohack:es-en:0655	mirar	to look (at)	¡Miren la hermosa puesta de sol!	Look at the beautiful sunset!	verb	mirar	biohack es-en letter-m verb	02b030aa27a1
biohack:es-en:0656	mismo	same, oneself	El guía mismo nos dijo la misma cosa.	The guide himself told us the same thing.		mismo	biohack es-en letter-m	cc092d6bd78d
biohack:es-en:0657	la mitad	f. half	Le daré la mitad de todo lo que tengo.	I will give you half of everything I have.	feminine noun	mitad	biohack es-en letter-m noun	fc314ba649c5
biohack:es-en:0658	la moda	f. style, fashion	Estos vestidos ya no están de moda.	These dresses are no longer in fashion.	feminine noun	moda	biohack es-en letter-m noun	204733d6e5db
biohack:es-en:0659	el modo	m. way, manner	¿De qué modo podemos arreglarlo?	In what way can we arrange it?	masculine noun	modo	biohack es-en letter-m noun	60caffa4c313
biohack:es-en:0660	mojar	to wet	Lleva un paraguas si no quieres mojarte.	Take an umbrella if you don't want to get wet.	verb	mojar	biohack es-en letter-m verb	4f42289ebffd
biohack:es-en:0661	molestar	to disturb, bother, molest	Perdone si le molesto.	Forgive me if I am disturbing you.	verb	molestar	biohack es-en letter-m verb	7f8963a319e9
biohack:es-en:0662	la molestia	f. bother	No es ninguna molestia.	It's no bother at all.	feminine noun	molestia	biohack es-en letter-m noun	06d6b93c0ab6
biohack:es-en:0663	la moneda	f. coin	Dale una moneda al mendigo.	Give the beggar a coin.	feminine noun	moneda	biohack es-en letter-m noun	ab7b8542fb0c
biohack:es-en:0664	la montaña	f. mountain	Hace más fresco en las montañas.	It is cooler in the mountains.	feminine noun	montana	biohack es-en letter-m noun	6802bdfce5b3
biohack:es-en:0665	moreno	brunette, dark-complexioned	Dice que tiene muchas novias, rubias y morenas.	He says he has many girlfriends, blondes and brunettes.		moreno	biohack es-en letter-m	5d265161da3f
biohack:es-en:0666	morir	to die	El general murió en 1975.	The general died in 1975.	verb	morir	biohack es-en letter-m verb	c05c910cb7a8
biohack:es-en:0667	mostrar	to show	Muéstreme lo que tiene.	Show me what you have.	verb	mostrar	biohack es-en letter-m verb	943a254b1c6e
biohack:es-en:0668	el mozo	m. porter, young man	Busco un mozo para llevar mi equipaje.	I am looking for a porter to take my luggage.	masculine noun	mozo	biohack es-en letter-m noun	9f58b4ad612f
biohack:es-en:0669	muchacho (-a)	boy, girl	Los muchachos están jugando en la calle.	The boys are playing in the street.		muchacho (-a)	biohack es-en letter-m	4af60db705c2
biohack:es-en:0670	mucho	much	Me diverti mucho.	Muchas gracias. I enjoyed myself very much. Thanks a lot.		mucho	biohack es-en letter-m	4bfd29dc56f5
biohack:es-en:0671	mudar	to change, move	Lo siento, pero tenemos que mudar su habitación.	I'm sorry, but we have to change your room.	verb	mudar	biohack es-en letter-m verb	555bf7770d5f
biohack:es-en:0672	los muebles	m. pl. furniture	Los muebles me parecen muy modernos.	The furniture looks very modern to me.	masculine plural noun	muebles	biohack es-en letter-m noun	64c016bfe7f6
biohack:es-en:0673	la muerte	f. death	Vi el anuncio de su muerte en el periódico.	I saw the	feminine noun	muerte	biohack es-en letter-m noun	448647e5bcdb
biohack:es-en:0674	muerto	dead	Estoy muerto de hambre.	I'm starving to death.		muerto	biohack es-en letter-m	81ff2a725353
biohack:es-en:0675	la muestra	f. sample	Aqui tiene usted una muestra de nuestro trabajo.	Here you have a sample of our work.	feminine noun	muestra	biohack es-en letter-m noun	541cee7f9703
biohack:es-en:0676	la mujer	f. woman, wife	Buscan una mujer alta y delgada.	They are looking for a tall, slender woman.	feminine noun	mujer	biohack es-en letter-m noun	1f9c595adbd7
biohack:es-en:0677	la multa	f. fine	Tuvo que pagar una multa.	He had to pay a fine.	feminine noun	multa	biohack es-en letter-m noun	ac4502f1b588
biohack:es-en:0678	el mundo	m. world	Me gustaría viajar por todo el mundo.	I'd like to travel all over the world.	masculine noun	mundo	biohack es-en letter-m noun	89eb4f590cd6
biohack:es-en:0679	la muñeca	f. doll	Estoy buscando una muñeca para mi sobrina.	I'm looking for a doll for my niece.	feminine noun	muneca	biohack es-en letter-m noun	81c0942c6ef1
biohack:es-en:0680	el museo	m. museum	No hay bastante tiempo para visitar todos los museos.	There isn't enough time to visit all the museums.	masculine noun	museo	biohack es-en letter-m noun	be8d3697a97f
biohack:es-en:0681	la música	f. music	Hay muchos programas de música en varios teatros.	There are many musical programs in a number of theaters.	feminine noun	musica	biohack es-en letter-m noun	7b04215d5cee
biohack:es-en:0682	muy	very	Estamos muy bien, gracias.	We are very well, thank you.		muy	biohack es-en letter-m	14297a05c712
biohack:es-en:0683	nacer	to be born	¿En qué año nació usted?	In what year were you born?	verb	nacer	biohack es-en letter-n verb	6e23edd0a74a
biohack:es-en:0684	nada	nothing	No le dije nada.	I didn't tell him anything.		nada	biohack es-en letter-n	df0281c6e362
biohack:es-en:0685	nadar	to swim	Dice que no sabe nadar.	He says he doesn’t know how to swim.	verb	nadar	biohack es-en letter-n verb	37916c549935
biohack:es-en:0686	nadie	no one, nobody	No he visto a nadie todavía.	I haven't seen anyone yet.		nadie	biohack es-en letter-n	ce55273c298c
biohack:es-en:0687	la nariz	f. nose	Tiene una nariz romana.	She has a Roman nose.	feminine noun	nariz	biohack es-en letter-n noun	e113195434b3
biohack:es-en:0688	necesario	necessary	¿Son necesarias todas estas preparaciones?	Are all these preparations necessary?		necesario	biohack es-en letter-n	a871587ad342
biohack:es-en:0689	necesitar	to need	Necesitamos más tiempo para verlo todo.	We need more time to see everything.	verb	necesitar	biohack es-en letter-n verb	79e8102d1f37
biohack:es-en:0690	negar	to deny	Niegan que lo hayan robado.	They deny that they stole it.	verb	negar	biohack es-en letter-n verb	f582cd4dea76
biohack:es-en:0691	el negociante	m. businessman	Muchos negociantes usan este hotel.	Many businessmen use this hotel.	masculine noun	negociante	biohack es-en letter-n noun	c790d034d697
biohack:es-en:0692	los negocios	m. pl. business	Mi compañía tiene muchos negocios en su país.	My company has a lot of business dealings in your country.	masculine plural noun	negocios	biohack es-en letter-n noun	dab041b86480
biohack:es-en:0693	nevar	to snow	Nieva sólo en las montañas.	It snows only in the mountains.	verb	nevar	biohack es-en letter-n verb	3ef0a2cdbe19
biohack:es-en:0694	ni	neither, nor	No habla ni español ni francés.	He speaks neither Spanish nor French.		ni	biohack es-en letter-n	d70d3c995ace
biohack:es-en:0695	la niebla	f. fog	Una espesa niebla cubría la montaña por la mañana.	A thick fog was covering the mountain in the morning.	feminine noun	niebla	biohack es-en letter-n noun	74db65cb9869
biohack:es-en:0696	la nieve	f. snow	Al norte de Madrid, hay bastante nieve para esquiar.	To	feminine noun	nieve	biohack es-en letter-n noun	6a28a348b543
biohack:es-en:0697	ningún, ninguno	none	Ninguno de ellos sabía la respuesta.	None of them knew the answer.		ningun, ninguno	biohack es-en letter-n	ae81c9bd42a2
biohack:es-en:0698	niño (-a)	child, boy, girl	Es una niña muy mona.	She's a very cute child.		nino (-a)	biohack es-en letter-n	acc700e00c6b
biohack:es-en:0699	el nivel	m. level	Estamos a mil metros sobre el nivel del mar.	We're at a thousand meters above sea level.	masculine noun	nivel	biohack es-en letter-n noun	9f41d8f26d2c
biohack:es-en:0700	no	no, not	No, no puedo salir esta noche.	No, I can’t go out tonight.		no	biohack es-en letter-n	687ebf1613eb
biohack:es-en:0701	la noche	f. night	¿Qué vamos a hacer esta noche?	What shall we do tonight?	feminine noun	noche	biohack es-en letter-n noun	977e93ea43ae
biohack:es-en:0702	el nombre	m. name	¿Cuál es su nombre?	What is your name?	masculine noun	nombre	biohack es-en letter-n noun	364ea6d18c0b
biohack:es-en:0703	el norte	m. north	No conocemos todavía el norte del país.	We do not yet know the north of the country.	masculine noun	norte	biohack es-en letter-n noun	752810388de7
biohack:es-en:0704	nos	(to)us	Nos llamaron y nos invitaron a la fiesta.	They called us and invited us to the party.		nos	biohack es-en letter-n	0c03068b0861
biohack:es-en:0705	nosotros (-as)	we	Nosotros queremos dormir pero ellos no nos dejan.	We want to sleep but they don't let us.		nosotros (-as)	biohack es-en letter-n	5b7a895bae66
biohack:es-en:0706	la noticia	f. news, piece of news	Nos dio una mala noticia.	He gave us a piece of bad news.	feminine noun	noticia	biohack es-en letter-n noun	98cb9a13f487
biohack:es-en:0707	novio (-a)	boyfriend, fiancé; girlfriend, fiancée	Mi hijo está muy enamorado de su novia.	My son is very much in love with his girlfriend.		novio (-a)	biohack es-en letter-n	e65842c36db0
